Date,Price,Open,High,Low,Change
9/18/2007,7.523,7.5245,7.5294,7.5205,0.00%
9/19/2007,7.513,7.5165,7.518,7.5105,-0.13%
9/20/2007,7.514,7.512,7.5165,7.51,0.01%
9/21/2007,7.503,7.511,7.5115,7.5002,-0.15%
9/24/2007,7.509,7.5055,7.5119,7.504,0.08%
9/25/2007,7.513,7.5067,7.516,7.5065,0.05%
9/26/2007,7.515,7.511,7.515,7.5035,0.03%
9/27/2007,7.5145,7.514,7.5167,7.5085,-0.01%
9/28/2007,7.506,7.513,7.5145,7.5045,-0.11%
10/1/2007,7.506,7.5045,7.506,7.5045,0.00%
10/2/2007,7.506,7.5045,7.506,7.5045,0.00%
10/3/2007,7.506,7.5045,7.506,7.5045,0.00%
10/4/2007,7.506,7.5045,7.506,7.5045,0.00%
10/5/2007,7.506,7.5045,7.506,7.5045,0.00%
10/8/2007,7.5036,7.5055,7.5092,7.5,-0.03%
10/9/2007,7.517,7.504,7.5195,7.5035,0.18%
10/10/2007,7.5115,7.5171,7.5176,7.5075,-0.07%
10/11/2007,7.506,7.5103,7.5125,7.501,-0.07%
10/12/2007,7.5105,7.503,7.5125,7.503,0.06%
10/15/2007,7.528,7.51,7.5283,7.5091,0.23%
10/16/2007,7.518,7.5245,7.5258,7.5121,-0.13%
10/17/2007,7.516,7.5151,7.5183,7.5125,-0.03%
10/18/2007,7.511,7.5145,7.5165,7.5075,-0.07%
10/19/2007,7.5083,7.51,7.5102,7.5022,-0.04%
10/22/2007,7.5095,7.5015,7.513,7.5015,0.02%
10/23/2007,7.5035,7.5035,7.5115,7.502,-0.08%
10/24/2007,7.4938,7.4928,7.4946,7.491,-0.13%
10/25/2007,7.482,7.492,7.4925,7.4805,-0.16%
10/26/2007,7.488,7.4815,7.4885,7.4789,0.08%
10/29/2007,7.475,7.481,7.4815,7.4693,-0.17%
10/30/2007,7.4715,7.4745,7.4825,7.4695,-0.05%
10/31/2007,7.4715,7.471,7.4725,7.4605,0.00%
11/1/2007,7.461,7.46,7.461,7.4505,-0.14%
11/2/2007,7.4555,7.452,7.4624,7.452,-0.07%
11/5/2007,7.454,7.454,7.4554,7.4525,-0.02%
11/6/2007,7.454,7.4545,7.4567,7.4527,0.00%
11/7/2007,7.4425,7.453,7.4545,7.4405,-0.15%
11/8/2007,7.4207,7.4355,7.4358,7.42,-0.29%
11/9/2007,7.4115,7.4205,7.422,7.4095,-0.12%
11/12/2007,7.412,7.41,7.415,7.4099,0.01%
11/13/2007,7.4335,7.4115,7.4335,7.4115,0.29%
11/14/2007,7.425,7.43,7.4421,7.4234,-0.11%
11/15/2007,7.422,7.425,7.432,7.4205,-0.04%
11/16/2007,7.4245,7.4215,7.4295,7.4215,0.03%
11/19/2007,7.426,7.4225,7.4297,7.4225,0.02%
11/20/2007,7.4253,7.425,7.427,7.4185,-0.01%
11/21/2007,7.411,7.4165,7.4205,7.4095,-0.19%
11/22/2007,7.412,7.41,7.4165,7.4065,0.01%
11/23/2007,7.3993,7.4105,7.4116,7.3965,-0.17%
11/26/2007,7.3969,7.402,7.4026,7.3917,-0.03%
11/27/2007,7.3872,7.3857,7.3885,7.3845,-0.13%
11/28/2007,7.395,7.384,7.402,7.384,0.11%
11/29/2007,7.382,7.3915,7.3983,7.3795,-0.18%
11/30/2007,7.398,7.3935,7.4007,7.3815,0.22%
12/3/2007,7.4025,7.4086,7.4098,7.398,0.06%
12/4/2007,7.3985,7.402,7.4084,7.3965,-0.05%
12/5/2007,7.3933,7.3965,7.4013,7.3845,-0.07%
12/6/2007,7.4135,7.3863,7.4135,7.3863,0.27%
12/7/2007,7.403,7.408,7.4095,7.3985,-0.14%
12/10/2007,7.396,7.4,7.401,7.3895,-0.09%
12/11/2007,7.3805,7.395,7.3955,7.375,-0.21%
12/12/2007,7.374,7.379,7.38,7.3664,-0.09%
12/13/2007,7.3675,7.372,7.3745,7.3615,-0.09%
12/14/2007,7.371,7.365,7.373,7.3574,0.05%
12/17/2007,7.3796,7.37,7.3836,7.37,0.12%
12/18/2007,7.385,7.381,7.385,7.3735,0.07%
12/19/2007,7.377,7.378,7.3838,7.3735,-0.11%
12/20/2007,7.369,7.376,7.377,7.3655,-0.11%
12/21/2007,7.365,7.3684,7.3699,7.3565,-0.05%
12/24/2007,7.3477,7.3645,7.3687,7.3475,-0.23%
12/25/2007,7.3301,7.347,7.3474,7.3245,-0.24%
12/26/2007,7.3448,7.326,7.3448,7.326,0.20%
12/27/2007,7.3179,7.3136,7.3204,7.3085,-0.37%
12/28/2007,7.3041,7.314,7.3165,7.3027,-0.19%
12/31/2007,7.3041,7.3036,7.3041,7.3036,0.00%
1/1/2008,7.3041,7.3036,7.3041,7.3036,0.00%
1/2/2008,7.2938,7.296,7.3029,7.29,-0.14%
1/3/2008,7.2729,7.293,7.2934,7.2705,-0.29%
1/4/2008,7.273,7.272,7.2779,7.2693,0.00%
1/7/2008,7.2694,7.2635,7.2703,7.2615,-0.05%
1/8/2008,7.2647,7.2675,7.279,7.262,-0.06%
1/9/2008,7.2636,7.2635,7.2661,7.2605,-0.02%
1/10/2008,7.2714,7.261,7.2754,7.261,0.11%
1/11/2008,7.2625,7.265,7.2667,7.2585,-0.12%
1/14/2008,7.2515,7.259,7.2631,7.25,-0.15%
1/15/2008,7.2421,7.251,7.2514,7.24,-0.13%
1/16/2008,7.2324,7.24,7.2445,7.23,-0.13%
1/17/2008,7.2486,7.231,7.2537,7.231,0.22%
1/18/2008,7.2423,7.246,7.2538,7.241,-0.09%
1/21/2008,7.241,7.242,7.2505,7.2345,-0.02%
1/22/2008,7.2392,7.2455,7.2465,7.2315,-0.02%
1/23/2008,7.2322,7.234,7.2383,7.2285,-0.10%
1/24/2008,7.223,7.231,7.234,7.22,-0.13%
1/25/2008,7.2106,7.22,7.2239,7.2025,-0.17%
1/28/2008,7.1967,7.2075,7.2114,7.194,-0.19%
1/29/2008,7.1949,7.195,7.2,7.1915,-0.03%
1/30/2008,7.191,7.1985,7.2,7.1895,-0.05%
1/31/2008,7.1822,7.19,7.1944,7.18,-0.12%
2/1/2008,7.183,7.181,7.1913,7.1805,0.01%
2/4/2008,7.1919,7.18,7.1919,7.18,0.12%
2/5/2008,7.184,7.1831,7.1888,7.181,-0.11%
2/6/2008,7.1896,7.1881,7.1896,7.1881,0.08%
2/7/2008,7.1896,7.1881,7.1896,7.1881,0.00%
2/8/2008,7.1896,7.1881,7.1896,7.1881,0.00%
2/11/2008,7.192,7.1905,7.192,7.1905,0.03%
2/12/2008,7.19,7.1885,7.19,7.1885,-0.03%
2/13/2008,7.1977,7.1845,7.2089,7.18,0.11%
2/14/2008,7.19,7.194,7.201,7.1835,-0.11%
2/15/2008,7.18,7.185,7.187,7.1735,-0.14%
2/18/2008,7.1655,7.176,7.1765,7.16,-0.20%
2/19/2008,7.15,7.1615,7.163,7.1485,-0.22%
2/20/2008,7.144,7.157,7.1585,7.1425,-0.08%
2/21/2008,7.141,7.1426,7.1553,7.1395,-0.04%
2/22/2008,7.1422,7.1415,7.1473,7.14,0.02%
2/25/2008,7.152,7.1445,7.156,7.1415,0.14%
2/26/2008,7.157,7.145,7.1655,7.145,0.07%
2/27/2008,7.1425,7.15,7.155,7.1395,-0.20%
2/28/2008,7.1125,7.14,7.1425,7.11,-0.42%
2/29/2008,7.1119,7.1155,7.1159,7.1025,-0.01%
3/3/2008,7.104,7.1015,7.1089,7.1,-0.11%
3/4/2008,7.1064,7.1035,7.1099,7.1032,0.03%
3/5/2008,7.11,7.104,7.1115,7.104,0.05%
3/6/2008,7.106,7.105,7.115,7.1045,-0.06%
3/7/2008,7.1114,7.1062,7.1114,7.1045,0.08%
3/10/2008,7.1065,7.1077,7.1116,7.103,-0.07%
3/11/2008,7.1031,7.1035,7.1099,7.1005,-0.05%
3/12/2008,7.1014,7.1028,7.1069,7.101,-0.02%
3/13/2008,7.0904,7.102,7.1024,7.09,-0.15%
3/14/2008,7.0906,7.0902,7.0955,7.083,0.00%
3/17/2008,7.0832,7.0872,7.0883,7.0806,-0.10%
3/18/2008,7.08,7.082,7.0875,7.0785,-0.05%
3/19/2008,7.0667,7.0805,7.0806,7.0615,-0.19%
3/20/2008,7.0525,7.063,7.0655,7.0485,-0.20%
3/21/2008,7.053,7.051,7.0593,7.0505,0.01%
3/24/2008,7.0555,7.0532,7.0565,7.0505,0.04%
3/25/2008,7.0519,7.0535,7.0557,7.0431,-0.05%
3/26/2008,7.0294,7.0435,7.0439,7.0245,-0.32%
3/27/2008,7.0109,7.0273,7.0277,7.0105,-0.26%
3/28/2008,7.012,7.01,7.0181,7.0096,0.02%
3/31/2008,7.0124,7.0146,7.0184,7.011,0.01%
4/1/2008,7.012,7.0116,7.0155,7.011,-0.01%
4/2/2008,7.0189,7.011,7.0229,7.011,0.10%
4/3/2008,7.0175,7.0178,7.0206,7.0125,-0.02%
4/4/2008,7.0175,7.015,7.0175,7.015,0.00%
4/7/2008,7.0015,7.0142,7.0147,6.9995,-0.23%
4/8/2008,7.0012,7.001,7.0034,6.9995,0.00%
4/9/2008,7.0021,7,7.0026,6.9995,0.01%
4/10/2008,6.992,7.001,7.0014,6.9895,-0.14%
4/11/2008,7.0065,6.99,7.007,6.99,0.21%
4/14/2008,6.9994,7.0016,7.002,6.9905,-0.10%
4/15/2008,6.9925,6.9965,7,6.9915,-0.10%
4/16/2008,6.9922,6.991,6.9985,6.99,0.00%
4/17/2008,6.9842,6.9921,6.9925,6.9825,-0.11%
4/18/2008,6.9939,6.982,6.9965,6.982,0.14%
4/21/2008,7,7.0035,7.0039,6.991,0.09%
4/22/2008,6.989,6.9975,7.0005,6.9875,-0.16%
4/23/2008,6.9825,6.9838,6.9949,6.98,-0.09%
4/24/2008,6.9875,6.982,6.9965,6.9805,0.07%
4/25/2008,7.01,6.99,7.01,6.9836,0.32%
4/28/2008,7.0024,7,7.0101,6.9986,-0.11%
4/29/2008,6.9849,7.0097,7.0101,6.9835,-0.25%
4/30/2008,6.9885,6.9835,7.001,6.9835,0.05%
5/1/2008,6.9885,6.987,6.9885,6.987,0.00%
5/2/2008,6.9885,6.987,6.9885,6.987,0.00%
5/5/2008,6.9883,6.997,6.9999,6.987,0.00%
5/6/2008,6.9877,6.9858,6.9885,6.9835,-0.01%
5/7/2008,6.989,6.984,6.989,6.982,0.02%
5/8/2008,7.0048,6.9869,7.0052,6.9869,0.23%
5/9/2008,6.9878,7.0015,7.0049,6.9862,-0.24%
5/12/2008,6.9886,6.986,6.9894,6.9795,0.01%
5/13/2008,6.9887,6.9865,6.9943,6.9855,0.00%
5/14/2008,7.0026,6.9865,7.0029,6.9865,0.20%
5/15/2008,6.9947,6.9985,7.0025,6.9915,-0.11%
5/16/2008,6.9925,6.993,6.9955,6.983,-0.03%
5/19/2008,6.9725,6.987,6.9995,6.97,-0.29%
5/20/2008,6.9735,6.9735,6.984,6.9725,0.01%
5/21/2008,6.9597,6.9765,6.977,6.9545,-0.20%
5/22/2008,6.9435,6.9555,6.957,6.942,-0.23%
5/23/2008,6.9416,6.943,6.948,6.94,-0.03%
5/26/2008,6.9365,6.9385,6.944,6.9355,-0.07%
5/27/2008,6.95,6.9345,6.956,6.9345,0.19%
5/28/2008,6.9444,6.946,6.954,6.9365,-0.08%
5/29/2008,6.9379,6.9415,6.9447,6.9345,-0.09%
5/30/2008,6.9425,6.9335,6.9484,6.9335,0.07%
6/2/2008,6.933,6.94,6.9416,6.9318,-0.14%
6/3/2008,6.9252,6.932,6.9337,6.9245,-0.11%
6/4/2008,6.9394,6.934,6.9459,6.9325,0.21%
6/5/2008,6.948,6.94,6.9505,6.9355,0.12%
6/6/2008,6.9231,6.944,6.9442,6.9205,-0.36%
6/9/2008,6.9231,6.923,6.9231,6.923,0.00%
6/10/2008,6.9199,6.9241,6.9265,6.9194,-0.05%
6/11/2008,6.918,6.924,6.9245,6.917,-0.03%
6/12/2008,6.9075,6.917,6.9175,6.9,-0.15%
6/13/2008,6.902,6.905,6.9075,6.9008,-0.08%
6/16/2008,6.9005,6.8995,6.9032,6.8995,-0.02%
6/17/2008,6.8914,6.8995,6.9001,6.8895,-0.13%
6/18/2008,6.8822,6.8905,6.8906,6.88,-0.13%
6/19/2008,6.8775,6.881,6.8815,6.8735,-0.07%
6/20/2008,6.8801,6.8755,6.8828,6.8755,0.04%
6/23/2008,6.8742,6.8795,6.8796,6.8645,-0.09%
6/24/2008,6.8702,6.8705,6.8745,6.8683,-0.06%
6/25/2008,6.8653,6.868,6.8701,6.8639,-0.07%
6/26/2008,6.8657,6.863,6.8673,6.86,0.01%
6/27/2008,6.8618,6.8625,6.8629,6.8595,-0.06%
6/30/2008,6.8544,6.8595,6.8656,6.854,-0.11%
7/1/2008,6.8564,6.8525,6.8598,6.8525,0.03%
7/2/2008,6.8531,6.8545,6.8691,6.8519,-0.05%
7/3/2008,6.851,6.8495,6.853,6.847,-0.03%
7/4/2008,6.859,6.8506,6.8637,6.8506,0.12%
7/7/2008,6.8674,6.851,6.8706,6.851,0.12%
7/8/2008,6.8581,6.861,6.8663,6.8505,-0.14%
7/9/2008,6.8599,6.848,6.8635,6.848,0.03%
7/10/2008,6.8429,6.853,6.8544,6.842,-0.25%
7/11/2008,6.8341,6.837,6.8375,6.8331,-0.13%
7/14/2008,6.8449,6.828,6.8449,6.8225,0.16%
7/15/2008,6.8212,6.835,6.835,6.8206,-0.35%
7/16/2008,6.8109,6.822,6.8221,6.8103,-0.15%
7/17/2008,6.8209,6.81,6.8366,6.81,0.15%
7/18/2008,6.8168,6.8185,6.8263,6.8157,-0.06%
7/21/2008,6.83,6.8145,6.8343,6.8145,0.19%
7/22/2008,6.8217,6.8241,6.8255,6.8124,-0.12%
7/23/2008,6.8295,6.8185,6.832,6.818,0.11%
7/24/2008,6.8289,6.8261,6.8316,6.8255,-0.01%
7/25/2008,6.819,6.8263,6.8297,6.818,-0.14%
7/28/2008,6.8375,6.8163,6.8432,6.8163,0.27%
7/29/2008,6.8257,6.8315,6.8353,6.8225,-0.17%
7/30/2008,6.8265,6.8235,6.8388,6.822,0.01%
7/31/2008,6.8315,6.8255,6.8388,6.8255,0.07%
8/1/2008,6.8425,6.8308,6.8459,6.8308,0.16%
8/4/2008,6.8518,6.8395,6.8601,6.8395,0.14%
8/5/2008,6.8555,6.8473,6.857,6.8445,0.05%
8/6/2008,6.8487,6.85,6.854,6.8464,-0.10%
8/7/2008,6.8632,6.846,6.8654,6.846,0.21%
8/8/2008,6.8575,6.8581,6.8733,6.8563,-0.08%
8/11/2008,6.8577,6.8553,6.8667,6.855,0.00%
8/12/2008,6.8659,6.8551,6.8671,6.8551,0.12%
8/13/2008,6.8572,6.8605,6.8625,6.8504,-0.13%
8/14/2008,6.863,6.858,6.8634,6.8575,0.08%
8/15/2008,6.87,6.86,6.8755,6.8595,0.10%
8/18/2008,6.871,6.8693,6.8813,6.8625,0.01%
8/19/2008,6.8599,6.8685,6.875,6.8594,-0.16%
8/20/2008,6.8547,6.8585,6.8612,6.8513,-0.08%
8/21/2008,6.8442,6.8525,6.8549,6.84,-0.15%
8/22/2008,6.8342,6.8401,6.8423,6.8253,-0.15%
8/25/2008,6.8487,6.8303,6.8525,6.8303,0.21%
8/26/2008,6.848,6.8425,6.8567,6.8405,-0.01%
8/27/2008,6.8375,6.8485,6.8507,6.837,-0.15%
8/28/2008,6.8291,6.8385,6.8393,6.825,-0.12%
8/29/2008,6.8487,6.8285,6.8487,6.8265,0.29%
9/1/2008,6.8253,6.8355,6.8403,6.8229,-0.34%
9/2/2008,6.833,6.824,6.8488,6.8225,0.11%
9/3/2008,6.8434,6.8392,6.85,6.835,0.15%
9/4/2008,6.836,6.8413,6.846,6.8343,-0.11%
9/5/2008,6.8423,6.8335,6.8448,6.832,0.09%
9/8/2008,6.8374,6.8363,6.8445,6.8304,-0.07%
9/9/2008,6.8386,6.8397,6.8421,6.83,0.02%
9/10/2008,6.8385,6.8361,6.8431,6.8317,0.00%
9/11/2008,6.8487,6.8365,6.8487,6.836,0.15%
9/12/2008,6.8375,6.8425,6.8485,6.8345,-0.16%
9/15/2008,6.8487,6.8482,6.8487,6.8482,0.16%
9/16/2008,6.8491,6.8415,6.8491,6.8241,0.01%
9/17/2008,6.8379,6.8385,6.8494,6.834,-0.16%
9/18/2008,6.8345,6.8325,6.8469,6.8265,-0.05%
9/19/2008,6.835,6.8364,6.8407,6.8305,0.01%
9/22/2008,6.8311,6.8321,6.8385,6.8223,-0.06%
9/23/2008,6.8126,6.8285,6.8388,6.8113,-0.27%
9/24/2008,6.824,6.8085,6.827,6.8085,0.17%
9/25/2008,6.8204,6.8185,6.8273,6.816,-0.05%
9/26/2008,6.8451,6.8135,6.8543,6.8135,0.36%
9/29/2008,6.8451,6.8431,6.8451,6.8431,0.00%
9/30/2008,6.8451,6.8431,6.8451,6.8431,0.00%
10/1/2008,6.8451,6.8431,6.8451,6.8431,0.00%
10/2/2008,6.8451,6.8431,6.8451,6.8431,0.00%
10/3/2008,6.8451,6.8431,6.8451,6.8431,0.00%
10/6/2008,6.8429,6.8429,6.8546,6.836,-0.03%
10/7/2008,6.8152,6.8385,6.8488,6.8122,-0.40%
10/8/2008,6.8136,6.8105,6.838,6.81,-0.02%
10/9/2008,6.8205,6.825,6.8321,6.8171,0.10%
10/10/2008,6.835,6.8235,6.8444,6.815,0.21%
10/13/2008,6.835,6.8285,6.835,6.8225,0.00%
10/14/2008,6.8312,6.822,6.8395,6.8179,-0.06%
10/15/2008,6.8315,6.8295,6.8494,6.8279,0.00%
10/16/2008,6.8339,6.8285,6.8392,6.823,0.04%
10/17/2008,6.8341,6.8285,6.8399,6.824,0.00%
10/20/2008,6.8301,6.8295,6.8332,6.826,-0.06%
10/21/2008,6.8336,6.8275,6.8346,6.8275,0.05%
10/22/2008,6.8347,6.83,6.8391,6.8255,0.02%
10/23/2008,6.8355,6.837,6.8377,6.829,0.01%
10/24/2008,6.8441,6.8323,6.8537,6.83,0.13%
10/27/2008,6.8523,6.8385,6.8591,6.8385,0.12%
10/28/2008,6.8388,6.8433,6.857,6.8366,-0.20%
10/29/2008,6.8415,6.8335,6.849,6.8261,0.04%
10/30/2008,6.8382,6.8385,6.8443,6.834,-0.05%
10/31/2008,6.8395,6.8333,6.8458,6.8271,0.02%
11/3/2008,6.8381,6.8335,6.8415,6.8295,-0.02%
11/4/2008,6.836,6.8335,6.8408,6.8319,-0.03%
11/5/2008,6.8284,6.8335,6.8341,6.8218,-0.11%
11/6/2008,6.8232,6.826,6.8315,6.8205,-0.08%
11/7/2008,6.8256,6.8195,6.8301,6.818,0.04%
11/10/2008,6.8265,6.8215,6.8283,6.8183,0.01%
11/11/2008,6.8211,6.825,6.8294,6.8204,-0.08%
11/12/2008,6.8296,6.822,6.8322,6.821,0.12%
11/13/2008,6.83,6.8255,6.8337,6.8212,0.01%
11/14/2008,6.8243,6.8275,6.832,6.82,-0.08%
11/17/2008,6.827,6.822,6.8305,6.8218,0.04%
11/18/2008,6.8244,6.824,6.8292,6.8175,-0.04%
11/19/2008,6.83,6.8255,6.8326,6.82,0.08%
11/20/2008,6.8345,6.8265,6.8362,6.826,0.07%
11/21/2008,6.8307,6.8295,6.8377,6.8285,-0.06%
11/24/2008,6.8254,6.8275,6.832,6.8249,-0.08%
11/25/2008,6.824,6.826,6.8312,6.822,-0.02%
11/26/2008,6.8287,6.8235,6.8298,6.8182,0.07%
11/27/2008,6.8283,6.8277,6.8318,6.8245,-0.01%
11/28/2008,6.8259,6.826,6.8385,6.8254,-0.04%
12/1/2008,6.8849,6.832,6.8856,6.8285,0.86%
12/2/2008,6.8793,6.877,6.8877,6.8736,-0.08%
12/3/2008,6.8753,6.8855,6.8902,6.8736,-0.06%
12/4/2008,6.8822,6.8744,6.885,6.8742,0.10%
12/5/2008,6.8752,6.8802,6.8819,6.8639,-0.10%
12/8/2008,6.8791,6.8785,6.8849,6.8731,0.06%
12/9/2008,6.8735,6.8768,6.8815,6.8675,-0.08%
12/10/2008,6.8645,6.8705,6.8718,6.8581,-0.13%
12/11/2008,6.8514,6.8615,6.8616,6.8495,-0.19%
12/12/2008,6.8425,6.8485,6.8505,6.842,-0.13%
12/15/2008,6.8492,6.8385,6.8542,6.8375,0.10%
12/16/2008,6.845,6.8455,6.8512,6.844,-0.06%
12/17/2008,6.8353,6.8425,6.8428,6.8325,-0.14%
12/18/2008,6.8345,6.8315,6.8349,6.828,-0.01%
12/19/2008,6.8445,6.8262,6.847,6.8262,0.15%
12/22/2008,6.8518,6.844,6.8528,6.8365,0.11%
12/23/2008,6.8485,6.8465,6.8583,6.8465,-0.05%
12/24/2008,6.836,6.8455,6.8525,6.8322,-0.18%
12/25/2008,6.8313,6.8365,6.839,6.8241,-0.07%
12/26/2008,6.8414,6.8275,6.8483,6.824,0.15%
12/29/2008,6.8452,6.8405,6.8527,6.8342,0.06%
12/30/2008,6.8308,6.8488,6.8575,6.8295,-0.21%
12/31/2008,6.823,6.83,6.8352,6.8165,-0.11%
1/1/2009,6.823,6.8225,6.823,6.8225,0.00%
1/2/2009,6.823,6.8225,6.823,6.8225,0.00%
1/5/2009,6.8305,6.8305,6.8355,6.8215,0.11%
1/6/2009,6.8365,6.8295,6.8428,6.8295,0.09%
1/7/2009,6.8335,6.834,6.8391,6.8272,-0.04%
1/8/2009,6.8347,6.8305,6.8366,6.8292,0.02%
1/9/2009,6.8355,6.832,6.8368,6.8292,0.01%
1/12/2009,6.8366,6.833,6.8492,6.829,0.02%
1/13/2009,6.8342,6.8345,6.8399,6.8315,-0.04%
1/14/2009,6.835,6.8325,6.8397,6.8252,0.01%
1/15/2009,6.8365,6.8325,6.8411,6.8314,0.02%
1/16/2009,6.8374,6.835,6.8399,6.8325,0.01%
1/19/2009,6.8355,6.835,6.8388,6.8305,-0.03%
1/20/2009,6.841,6.8335,6.8426,6.8332,0.08%
1/21/2009,6.8397,6.84,6.8422,6.8312,-0.02%
1/22/2009,6.8375,6.836,6.8395,6.8339,-0.03%
1/23/2009,6.8397,6.834,6.8565,6.8322,0.03%
1/26/2009,6.8397,6.8392,6.8397,6.8392,0.00%
1/27/2009,6.8397,6.8392,6.8397,6.8392,0.00%
1/28/2009,6.8397,6.8392,6.8397,6.8392,0.00%
1/29/2009,6.8397,6.8392,6.8397,6.8392,0.00%
1/30/2009,6.835,6.8345,6.835,6.8345,-0.07%
2/2/2009,6.8475,6.843,6.8525,6.84,0.18%
2/3/2009,6.8405,6.844,6.8474,6.8361,-0.10%
2/4/2009,6.834,6.8385,6.8403,6.8255,-0.10%
2/5/2009,6.836,6.831,6.8383,6.8241,0.03%
2/6/2009,6.8344,6.8337,6.8369,6.8292,-0.02%
2/9/2009,6.8397,6.83,6.8397,6.826,0.08%
2/10/2009,6.8247,6.833,6.8336,6.8241,-0.22%
2/11/2009,6.8332,6.8307,6.8392,6.8285,0.12%
2/12/2009,6.835,6.8313,6.835,6.8285,0.03%
2/13/2009,6.8397,6.8312,6.8397,6.828,0.07%
2/16/2009,6.8254,6.8335,6.8396,6.8249,-0.21%
2/17/2009,6.836,6.834,6.8437,6.8275,0.16%
2/18/2009,6.8379,6.842,6.8421,6.828,0.03%
2/19/2009,6.8355,6.837,6.8377,6.8297,-0.04%
2/20/2009,6.8372,6.8335,6.8383,6.8335,0.02%
2/23/2009,6.836,6.833,6.8402,6.828,-0.02%
2/24/2009,6.8373,6.8365,6.8408,6.8343,0.02%
2/25/2009,6.8374,6.833,6.8393,6.832,0.00%
2/26/2009,6.8366,6.8353,6.8422,6.8299,-0.01%
2/27/2009,6.8396,6.838,6.841,6.8316,0.04%
3/2/2009,6.844,6.838,6.846,6.8329,0.06%
3/3/2009,6.8414,6.841,6.8464,6.8328,-0.04%
3/4/2009,6.8434,6.8395,6.8443,6.8336,0.03%
3/5/2009,6.8408,6.841,6.8422,6.8305,-0.04%
3/6/2009,6.84,6.839,6.8423,6.8301,-0.01%
3/9/2009,6.8405,6.837,6.8423,6.8329,0.01%
3/10/2009,6.8414,6.8393,6.8415,6.8301,0.01%
3/11/2009,6.8404,6.8375,6.8437,6.8374,-0.01%
3/12/2009,6.8388,6.8385,6.843,6.837,-0.02%
3/13/2009,6.8382,6.837,6.839,6.836,-0.01%
3/16/2009,6.8383,6.8375,6.8391,6.8351,0.00%
3/17/2009,6.8371,6.8365,6.8381,6.8304,-0.02%
3/18/2009,6.8348,6.835,6.838,6.8286,-0.03%
3/19/2009,6.8245,6.8346,6.8384,6.824,-0.15%
3/20/2009,6.8277,6.825,6.83,6.8207,0.05%
3/23/2009,6.8338,6.8255,6.8388,6.8255,0.09%
3/24/2009,6.8295,6.8315,6.8321,6.8258,-0.06%
3/25/2009,6.8309,6.8276,6.8335,6.8245,0.02%
3/26/2009,6.8322,6.829,6.8326,6.8278,0.02%
3/27/2009,6.8315,6.832,6.833,6.83,-0.01%
3/30/2009,6.8366,6.8325,6.8391,6.8288,0.07%
3/31/2009,6.8334,6.8345,6.8383,6.831,-0.05%
4/1/2009,6.8342,6.8315,6.8352,6.8279,0.01%
4/2/2009,6.8345,6.834,6.8355,6.8284,0.00%
4/3/2009,6.8348,6.8315,6.8373,6.8285,0.00%
4/6/2009,6.8348,6.8343,6.8348,6.8343,0.00%
4/7/2009,6.8365,6.8349,6.838,6.8295,0.02%
4/8/2009,6.8355,6.8345,6.8385,6.828,-0.01%
4/9/2009,6.8345,6.834,6.8363,6.8254,-0.01%
4/10/2009,6.8337,6.8325,6.8413,6.828,-0.01%
4/13/2009,6.8353,6.833,6.8357,6.8307,0.02%
4/14/2009,6.8323,6.833,6.8355,6.8219,-0.04%
4/15/2009,6.8325,6.83,6.8349,6.8246,0.00%
4/16/2009,6.8321,6.832,6.8334,6.8267,-0.01%
4/17/2009,6.8326,6.8315,6.8338,6.8245,0.01%
4/20/2009,6.8336,6.832,6.8348,6.8284,0.01%
4/21/2009,6.8259,6.8317,6.8347,6.8254,-0.11%
4/22/2009,6.8299,6.8298,6.8332,6.8231,0.06%
4/23/2009,6.8268,6.8275,6.8308,6.8246,-0.05%
4/24/2009,6.8265,6.828,6.8342,6.8171,0.00%
4/27/2009,6.8272,6.827,6.8329,6.8204,0.01%
4/28/2009,6.8268,6.8251,6.828,6.8214,-0.01%
4/29/2009,6.8245,6.825,6.8262,6.8187,-0.03%
4/30/2009,6.8185,6.8223,6.8318,6.8175,-0.09%
5/1/2009,6.8185,6.818,6.8185,6.818,0.00%
5/4/2009,6.8224,6.8225,6.8241,6.8134,0.06%
5/5/2009,6.8193,6.82,6.8217,6.8103,-0.05%
5/6/2009,6.8181,6.8175,6.8245,6.8175,-0.02%
5/7/2009,6.8215,6.821,6.8242,6.8166,0.05%
5/8/2009,6.8214,6.821,6.8234,6.8165,0.00%
5/11/2009,6.8116,6.8116,6.8116,6.8116,-0.14%
5/12/2009,6.8125,6.8116,6.8142,6.8076,0.01%
5/13/2009,6.8117,6.8125,6.8125,6.8117,-0.01%
5/14/2009,6.8137,6.8117,6.8137,6.8117,0.03%
5/15/2009,6.8147,6.8137,6.8147,6.8137,0.01%
5/18/2009,6.8165,6.8147,6.8165,6.8147,0.03%
5/19/2009,6.8151,6.8165,6.8165,6.8151,-0.02%
5/20/2009,6.8149,6.8151,6.8151,6.8149,0.00%
5/21/2009,6.8149,6.8149,6.8149,6.8149,0.00%
5/22/2009,6.8144,6.8149,6.8149,6.8144,-0.01%
5/25/2009,6.8139,6.8144,6.8144,6.8134,-0.01%
5/26/2009,6.8194,6.8139,6.8194,6.8139,0.08%
5/27/2009,6.8195,6.8194,6.8268,6.8194,0.00%
5/28/2009,6.8183,6.8195,6.8195,6.8183,-0.02%
5/29/2009,6.8183,6.8183,6.8183,6.8183,0.00%
